Date,Nifty 50 Open,Nifty 50 High,Nifty 50 Low,Nifty 50 Close,Nifty 50 Shares Traded,Nifty 50 Turnover (Rs. Cr),Nifty 50 P/E,Nifty 50 P/B,Nifty 50 Div Ratio,Bond Price,Bond Open,Bond High,Bond Low,Bond Change %,GOLD Traded,GOLD  Value (Lacs),OIL Traded ,Oil Value (Lacs),INR-USD Conversion
20-May-14,7257.9,7267.05,7193.05,7221,423830904,15394.1,20.03,3.31,1.32,8.856,8.856,8.856,8.856,-0.0009,11826,332761.83,54971,330880.67,58.5679
21-May-14,7225.5,7237.45,7153.5,7201.95,329593225,12911.64,19.91,3.3,1.32,8.772,8.772,8.772,8.772,-0.0095,26476,736072.25,65068,396687.77,58.6771
22-May-14,7244.4,7280,7216.85,7239.25,377417500,13847.34,20.02,3.31,1.31,8.712,8.712,8.712,8.712,-0.0068,21741,592457.4,46400,282736.26,58.3956
23-May-14,7272.45,7346.5,7263,7334.9,409755561,16048.64,20.29,3.35,1.3,8.637,8.637,8.637,8.637,-0.0086,11260,306537.8,43868,267502.14,58.4465
26-May-14,7397.75,7473.05,7211.4,7308.75,483627762,18329.76,20.18,3.34,1.3,8.678,8.678,8.678,8.678,0.0047,9322,254396.71,40796,250091.28,58.6299
27-May-14,7313.1,7313.1,7212.8,7259.8,290542179,11232.58,20.03,3.32,1.31,8.675,8.675,8.675,8.675,-0.0003,21384,578495.84,70557,433653.52,58.9291
28-May-14,7267.2,7287.4,7243.75,7275.2,293984500,12080.94,20.06,3.33,1.31,8.703,8.703,8.703,8.703,0.0032,18039,481751.07,51979,319107.58,58.8993
29-May-14,7263.45,7270.15,7171.95,7182.9,371671636,17025.57,19.66,3.28,1.33,8.671,8.671,8.671,8.671,-0.0037,23375,618202.43,58346,355216.15,58.9182
30-May-14,7203.1,7222.25,7164.95,7181.3,452961310,17799.81,19.69,3.28,1.33,8.646,8.646,8.646,8.646,-0.0029,18486,488023.4,42992,262239,59.1266
2-Jun-14,7214.55,7316.6,7194.85,7311.35,283142793,10919.85,20.11,3.34,1.3,8.662,8.662,8.662,8.662,0.0019,11427,296625.27,45635,278000.53,59.1716
3-Jun-14,7327.45,7375.8,7295.4,7365.85,366820606,14045.3,20.3,3.37,1.29,8.599,8.599,8.599,8.599,-0.0073,13287,343144.26,45511,277296.82,59.3094
4-Jun-14,7367.45,7386.25,7347.9,7363.5,338403327,12562.43,20.29,3.37,1.29,8.59,8.59,8.59,8.59,-0.001,10623,275007.22,60633,371424.08,59.282
5-Jun-14,7365.35,7448.7,7326.45,7440.3,411700595,15811.6,20.49,3.4,1.28,8.528,8.528,8.528,8.528,-0.0072,13356,345660.45,63168,382611.52,59.1864
6-Jun-14,7488.3,7562.25,7469.2,7554.8,431142897,17104.92,20.89,3.45,1.26,8.514,8.514,8.514,8.514,-0.0016,11935,308969.59,40986,248604.49,59.0448
9-Jun-14,7595.25,7640.4,7589.65,7622.8,387779601,15154.8,21,3.47,1.25,8.549,8.549,8.549,8.549,0.0041,8739,226468.91,50392,308768.81,59.1298
10-Jun-14,7647.75,7648.85,7540.2,7618.9,323295780,13315.24,20.99,3.47,1.25,8.566,8.566,8.566,8.566,0.002,12351,321935.8,48983,303587.13,59.1885
11-Jun-14,7635.35,7664.55,7540.45,7578,336989344,14592.85,20.88,3.41,1.27,8.541,8.541,8.541,8.541,-0.0029,13300,346797.8,46238,286758.78,59.2752
12-Jun-14,7591.1,7605.75,7543,7596.45,243290816,10871.41,20.92,3.42,1.26,8.547,8.547,8.547,8.547,0.0007,14968,391153.49,76948,482142.83,59.2781
13-Jun-14,7614.95,7619.3,7456.55,7474.4,294158294,14719.98,20.61,3.36,1.27,8.598,8.598,8.598,8.598,0.006,13156,348591.89,70067,447321.13,59.6194
16-Jun-14,7466.35,7480.65,7404.35,7469.3,277688110,11708.66,20.61,3.36,1.27,8.652,8.652,8.652,8.652,0.0063,15490,417111.18,56953,366891.03,60.0831
17-Jun-14,7461.9,7572.7,7447.2,7568.1,282314009,12150.42,20.86,3.34,1.27,8.601,8.601,8.601,8.601,-0.0059,17864,477254.82,75806,486490.81,60.1948
18-Jun-14,7573.3,7608.7,7453.45,7497.75,325169029,13061.91,20.66,3.31,1.28,8.671,8.671,8.671,8.671,0.0081,16261,436366.01,91367,586638.27,60.2582
19-Jun-14,7518.9,7547.55,7440.25,7474.75,244985023,10805.77,20.6,3.3,1.28,8.691,8.691,8.691,8.691,0.0023,23215,630735.46,88047,561783.49,60.1151
20-Jun-14,7477.25,7498.2,7431.8,7446.8,213325758,9365.41,20.47,3.28,1.29,8.724,8.724,8.724,8.724,0.0038,18780,519226.24,50901,327350.72,60.1431
23-Jun-14,7452.25,7474.5,7388.1,7435.75,214155131,8953.56,20.45,3.28,1.29,8.776,8.776,8.776,8.776,0.006,12930,357800.72,61370,395824.02,60.1601
24-Jun-14,7456.35,7536,7456.35,7523.4,243092315,10086.13,20.69,3.32,1.27,8.717,8.717,8.717,8.717,-0.0067,15614,433136.3,53460,342419.03,60.1712
25-Jun-14,7532.55,7533.55,7502.3,7513.5,213466348,8759.86,20.66,3.31,1.28,8.706,8.706,8.706,8.706,-0.0013,15749,436083.46,72137,463263.06,60.0892
26-Jun-14,7500.5,7516.45,7433.5,7443.95,295929728,12598.46,20.47,3.28,1.29,8.735,8.735,8.735,8.735,0.0033,16859,465829.85,61673,394754.14,60.1846
27-Jun-14,7465.75,7492.7,7432.65,7461.65,216283477,9418.7,20.52,3.29,1.28,8.749,8.749,8.749,8.749,0.0016,11162,309141.3,51156,326365.1,60.0462
30-Jun-14,7485.55,7582,7485.55,7571,249045336,10731.8,20.82,3.34,1.27,8.747,8.747,8.747,8.747,-0.0002,12052,333256.26,52162,331125.27,60.0923
1-Jul-14,7589.8,7614.55,7581.9,7599.3,226523416,9507.13,20.9,3.35,1.26,8.737,8.737,8.737,8.737,-0.0011,12160,338689.94,59073,375441.97,60.0461
2-Jul-14,7647.75,7706.2,7643.75,7699.05,271347894,11272.66,21.18,3.4,1.24,8.66,8.66,8.66,8.66,-0.0088,13853,383089.97,78314,491873.96,59.7758
3-Jul-14,7711.85,7729.5,7678.25,7686.35,242605971,10624.09,21.14,3.39,1.25,8.66,8.66,8.66,8.66,0,15677,431433.36,54376,338154.67,59.7466
4-Jul-14,7691,7725.75,7633.55,7720.3,221525058,8799.39,21.2,3.41,1.24,8.666,8.666,8.666,8.666,0.0007,9659,265870.92,26169,162749.33,59.7294
7-Jul-14,7746.95,7757.95,7720.65,7750.55,290301614,11916.2,21.28,3.42,1.24,8.696,8.696,8.696,8.696,0.0035,9935,272655.68,46602,290180.22,59.9069
8-Jul-14,7767.1,7771.35,7536.55,7564,300025097,12591.49,20.77,3.34,1.27,8.727,8.727,8.727,8.727,0.0036,14873,408963.42,52352,324648.57,59.7788
9-Jul-14,7575.75,7593.9,7481.1,7517.85,293069629,11473.04,20.65,3.32,1.27,8.729,8.729,8.729,8.729,0.0002,12893,356181.58,57824,356005.81,59.7711
10-Jul-14,7521.55,7670,7406.95,7510.25,444160969,16460.26,20.61,3.31,1.28,8.768,8.768,8.768,8.768,0.0045,33653,947427.4,60564,370921.43,60.1084
11-Jul-14,7523.45,7567.05,7372.15,7385.8,324596186,12515.5,20.22,3.26,1.3,8.771,8.771,8.771,8.771,0.0003,16357,463540.61,54561,334753.91,60.022
14-Jul-14,7391.35,7413.3,7350.3,7388.35,225040454,9047.09,20.25,3.25,1.3,8.784,8.784,8.784,8.784,0.0015,19726,552063.59,53241,322092.75,60.0833
15-Jul-14,7425.55,7481.25,7399.3,7473.95,214072851,8773.8,20.49,3.29,1.28,8.737,8.737,8.737,8.737,-0.0054,19448,540655.47,69431,418041.7,60.1092
16-Jul-14,7510.35,7582.15,7479.85,7568.05,279169110,11181.84,20.74,3.33,1.26,8.725,8.725,8.725,8.725,-0.0014,16733,462799.3,69646,422423.17,60.0947
17-Jul-14,7557.25,7606.9,7557.25,7593.95,259122099,9760.93,20.8,3.34,1.26,8.736,8.736,8.736,8.736,0.0013,25421,711201.56,89479,551107.2,60.1456
18-Jul-14,7581.15,7629.35,7543.15,7608.7,249725511,10005.95,20.77,3.35,1.26,8.771,8.771,8.771,8.771,0.004,13270,371949.32,70594,439398.79,60.2609
21-Jul-14,7645.1,7667.65,7616.2,7625.6,187430752,8086.56,20.75,3.36,1.26,8.695,8.695,8.695,8.695,-0.0087,11754,330179.61,76880,477320.01,60.2449
22-Jul-14,7650.55,7706.3,7648.4,7701.8,238501097,9384.76,20.93,3.39,1.24,8.69,8.69,8.69,8.69,-0.0006,20611,575552.56,55169,342844.41,60.1489
23-Jul-14,7728.4,7742.25,7678,7720.75,212220294,9632.91,20.95,3.4,1.24,8.664,8.664,8.664,8.664,-0.003,14776,412915.86,61283,378687.19,60.0668
24-Jul-14,7722.8,7757.75,7698.8,7751.95,208217023,8892.74,21.03,3.41,1.24,8.648,8.648,8.648,8.648,-0.0018,16664,462457.33,54319,336234.73,60.0882
25-Jul-14,7749.35,7760.1,7654.95,7701.9,258793194,10649.65,20.88,3.38,1.25,8.671,8.671,8.671,8.671,0.0027,12493,346990.47,64759,397172.46,60.0396
28-Jul-14,7703.55,7708.75,7641.55,7665.9,192285303,8263.52,20.75,3.37,1.25,8.707,8.707,8.707,8.707,0.0042,11778,329304.75,57347,350740.59,60.057
29-Jul-14,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9820,274544.37,45435,276572.27,60.0873
30-Jul-14,7662.35,7718.35,7629,7711.3,278757807,12973.89,20.87,3.38,1.25,8.726,8.726,8.726,8.726,0.0022,16476,458951.07,75076,458490.98,60.1292
31-Jul-14,7703.35,7716.3,7643.3,7650.35,356628227,15564.64,20.62,3.33,1.28,8.722,8.722,8.722,8.722,-0.0005,23595,658697.29,74020,446906.66,60.471
1-Aug-14,7591.45,7655.6,7534.35,7542.45,291974376,12894.44,20.16,3.28,1.3,8.755,8.755,8.755,8.755,0.0038,17735,498190.94,77283,461663.55,60.829
4-Aug-14,7577,7635.7,7569.9,7624.85,230578750,10099.18,20.38,3.31,1.28,8.744,8.744,8.744,8.744,-0.0013,11875,334364.77,64319,385834.92,60.9316
5-Aug-14,7646.65,7687.4,7582.3,7682.95,224541835,9538.08,20.53,3.33,1.28,8.834,8.834,8.834,8.834,0.0103,12194,342412.87,64561,386491.07,60.8866
6-Aug-14,7661.45,7683.5,7601.9,7614.15,204263172,9533.73,20.33,3.26,1.3,8.868,8.868,8.868,8.868,0.0038,19790,562888.85,88909,533341.37,61.3848
7-Aug-14,7594.35,7648.1,7574.3,7592.5,189308971,8157.37,20.28,3.22,1.29,8.857,8.857,8.857,8.857,-0.0012,15503,444168.73,74121,442240.57,61.2706
8-Aug-14,7531.65,7531.65,7476.45,7504.1,197104925,8561.31,19.97,3.16,1.32,8.855,8.855,8.855,8.855,-0.0002,18404,530668.37,72718,436746.7,61.1782
11-Aug-14,7555.8,7572.05,7538,7563.25,178949539,7594.15,20.06,3.19,1.3,8.817,8.817,8.817,8.817,-0.0043,9118,260884.15,65797,394911.27,61.1572
12-Aug-14,7619.2,7665.7,7591.8,7657.45,186826645,8233.46,20.3,3.23,1.29,8.845,8.845,8.845,8.845,0.0032,13837,397581.24,61608,367819.99,61.0939
13-Aug-14,7647.05,7688.2,7613.6,7658.85,245602848,10798.3,20.31,3.23,1.29,8.767,8.767,8.767,8.767,-0.0088,14511,416170.37,63948,380458.74,61.1674
14-Aug-14,7674.75,7718.65,7660.7,7715.05,208277800,9207.25,20.46,3.25,1.28,8.716,8.716,8.716,8.716,-0.0058,15544,445057.36,72449,426900.17,60.8417
18-Aug-14,7707.15,7808.6,7705.15,7802.9,209001472,9280.02,20.61,3.29,1.26,#N/A,#N/A,#N/A,#N/A,#N/A,10166,288132.25,62509,364789.06,60.8242
19-Aug-14,7830.4,7849.2,7815.55,7835.15,229652972,10812.93,20.59,3.31,1.26,8.535,8.535,8.535,8.535,-0.0208,11904,336807.56,78274,452927.35,60.7148
20-Aug-14,7852.45,7855.4,7808.85,7818.9,202820795,9015.79,20.55,3.3,1.26,8.483,8.483,8.483,8.483,-0.0061,12050,339901.43,62216,354080.99,60.635
21-Aug-14,7820.55,7868.65,7804.8,7840.35,218173390,10710.42,20.63,3.31,1.26,8.512,8.512,8.512,8.512,0.0034,19750,551471.25,64656,368972.01,60.6892
22-Aug-14,7853.95,7877.7,7846.25,7860.9,181086289,9660.88,20.69,3.32,1.25,8.516,8.516,8.516,8.516,0.0005,13517,375819.02,65352,371700.58,60.5151
25-Aug-14,7878.85,7910.8,7833.4,7841.8,191434879,8612.61,20.64,3.31,1.26,8.559,8.559,8.559,8.559,0.005,9894,274778.56,57409,326719.34,60.5412
26-Aug-14,7812.05,7851.75,7792.65,7839.8,228254209,9144.62,20.63,3.31,1.26,8.56,8.56,8.56,8.56,0.0001,14667,409603.06,61313,349630.57,60.4455
27-Aug-14,7869.4,7884.05,7847.55,7868.3,191056751,8461.08,20.71,3.32,1.25,8.554,8.554,8.554,8.554,-0.0007,10201,284089.6,55467,316005.53,60.4622
28-Aug-14,7876.7,7898.45,7865.8,7880.4,312771577,13761.35,20.74,3.32,1.25,8.565,8.565,8.565,8.565,0.0013,16571,464656.5,75740,433752.5,60.5574
29-Aug-14,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5712,159720,36410,211048.68,60.5452
1-Sep-14,7913.6,7974.3,7913.6,7968.05,225298064,9400.22,20.97,3.36,1.24,8.55,8.55,8.55,8.55,-0.0018,5060,141408.45,30329,176341.04,60.535
2-Sep-14,7977.95,8042.25,7977.95,8023.25,220276540,9877.81,21.11,3.38,1.23,8.519,8.519,8.519,8.519,-0.0036,19044,527415.01,81683,470142.36,60.65
3-Sep-14,8050.7,8085.05,8038.1,8058.75,258353746,11812.51,21.21,3.4,1.22,8.521,8.521,8.521,8.521,0.0002,17187,472825.67,77025,439519.04,60.4954
4-Sep-14,8056.25,8056.25,8001.85,8041.1,238169958,9673.89,21.16,3.39,1.23,8.524,8.524,8.524,8.524,0.0004,16886,464641.11,77819,446572.33,60.4226
5-Sep-14,8045.75,8068.25,7995.5,8034.05,207967623,8999.06,21.14,3.39,1.23,8.524,8.524,8.524,8.524,0,14415,395186.39,83257,473694,60.2863
8-Sep-14,8078.2,8127.05,8075.55,8122.4,196387559,9002.73,21.68,3.43,1.21,8.502,8.502,8.502,8.502,-0.0026,12287,335373.72,77733,434710.62,60.3184
9-Sep-14,8113,8124.3,8081.75,8110.45,171904025,7520.21,21.65,3.42,1.21,8.522,8.522,8.522,8.522,0.0024,16674,454709.11,89921,509273.55,60.5871
10-Sep-14,8091.45,8091.45,8036.75,8048.55,184326659,7943.84,21.48,3.4,1.22,8.543,8.543,8.543,8.543,0.0025,15971,436188.33,83505,470142.91,60.8601
11-Sep-14,8068.9,8082.95,8017.15,8047.3,215335792,9283.82,21.48,3.4,1.22,8.508,8.508,8.508,8.508,-0.0041,21336,577818.33,96395,537767.87,60.9307
12-Sep-14,8049.65,8075.15,8034.15,8066.5,205155054,8997.62,21.53,3.4,1.22,8.505,8.505,8.505,8.505,-0.0004,17320,466191.04,94345,534487.58,60.8473
15-Sep-14,8034.05,8035.1,7993.3,8008.9,173371432,7722.59,21.38,3.38,1.23,8.502,8.502,8.502,8.502,-0.0004,16665,449972.27,113649,638212.42,61.1018
16-Sep-14,8003,8012.6,7871.35,7879.8,213516619,9363.31,21.03,3.32,1.25,8.499,8.499,8.499,8.499,-0.0004,18258,493227.72,96434,550846.38,61.0999
17-Sep-14,7918.85,7934.75,7876.75,7923.5,216422678,9218.48,21.15,3.34,1.24,8.498,8.498,8.498,8.498,-0.0001,11475,309099.52,104840,603270.86,60.9828
18-Sep-14,7899.05,8071.3,7889.55,8065.7,198477543,9401.35,21.53,3.4,1.22,8.453,8.453,8.453,8.453,-0.0053,17363,463140.23,97976,560319.63,60.8011
19-Sep-14,8079.6,8112.45,8049.5,8062.8,281261871,12750.49,21.19,3.42,1.22,8.458,8.458,8.458,8.458,0.0006,18233,484375.21,104675,588402.03,60.8892
22-Sep-14,8025.7,8096,8008.5,8083.8,169470426,7746.08,21.25,3.43,1.21,8.437,8.437,8.437,8.437,-0.0025,17037,450736.51,75182,420058.25,60.8644
23-Sep-14,8083.25,8099.7,7940.65,7949.65,219186830,10343.04,20.89,3.37,1.24,8.465,8.465,8.465,8.465,0.0033,19322,515648.49,89875,504193.01,60.9804
24-Sep-14,7946.65,7972.45,7874.75,7931.85,282891253,10787.9,20.84,3.35,1.27,8.482,8.482,8.482,8.482,0.002,16300,434206.18,92538,519583.14,60.966
25-Sep-14,7934.1,7946.7,7803.9,7835.75,373523929,15593.38,20.59,3.3,1.29,8.485,8.485,8.485,8.485,0.0004,22067,587952.02,106762,610730.41,61.2331
26-Sep-14,7808.7,7920.15,7771.15,7902.15,248105733,11069.75,20.76,3.32,1.28,8.443,8.443,8.443,8.443,-0.0049,20773,558977.15,90464,517857.77,61.2464
29-Sep-14,7910.95,7934.6,7875.55,7900.6,164445780,7319.17,20.76,3.31,1.28,8.491,8.491,8.491,8.491,0.0057,14404,387983.17,84446,488004.45,61.4953
30-Sep-14,7888.25,7974.35,7866.1,7905.7,231766927,10333.84,20.77,3.3,1.28,8.516,8.516,8.516,8.516,0.0029,27212,733009.26,116697,675970.45,61.8204
1-Oct-14,7901.8,7923.85,7877.05,7884.25,176218740,7898.59,20.71,3.28,1.29,8.481,8.481,8.481,8.481,-0.0041,20703,557242.99,90289,514352.67,61.7023
7-Oct-14,7840.5,7886.95,7779.55,7789.3,213821474,10073.9,20.46,3.24,1.3,8.453,8.453,8.453,8.453,-0.0033,12776,341639.79,87846,485432.63,61.3839
8-Oct-14,7767.1,7808.45,7753.8,7780.55,203397214,9562.24,20.44,3.22,1.31,8.408,8.408,8.408,8.408,-0.0053,14452,388321.76,114801,619713.18,61.3793
9-Oct-14,7821.85,7913.65,7821.85,7902.45,205322592,9078.25,20.76,3.25,1.29,8.468,8.468,8.468,8.468,0.0071,16322,439897.31,115268,612080.42,61.1169
10-Oct-14,7854.55,7865.35,7785.5,7796.15,215537502,10516.25,20.48,3.21,1.31,8.455,8.455,8.455,8.455,-0.0015,13159,354603.93,144123,750542.03,61.2155
13-Oct-14,7766.6,7838.5,7730.8,7822.4,184471962,8677.95,20.43,3.21,1.31,8.42,8.42,8.42,8.42,-0.0041,14801,400713.53,123007,637933.27,61.0722
14-Oct-14,7860.4,7867,7771.7,7808.95,309870298,10260.68,20.4,3.21,1.31,8.398,8.398,8.398,8.398,-0.0026,17937,487682.32,135473,703197.93,61.3604
16-Oct-14,7781.7,7836.85,7656.9,7678.5,304537700,11722.54,20.06,3.15,1.34,8.37,8.37,8.37,8.37,-0.0033,18466,507583.2,211385,1062869.66,61.7125
17-Oct-14,7670,7757.25,7657.15,7719.85,267273868,12155.61,20.17,3.17,1.33,8.391,8.391,8.391,8.391,0.0025,14940,408281.34,139719,715361.62,61.4237
20-Oct-14,7835.35,7847.3,7796.4,7822.3,261221485,10868.93,20.43,3.21,1.31,8.36,8.36,8.36,8.36,-0.0037,11485,314400.18,130635,660756.74,61.2694
21-Oct-14,7848.7,7880.05,7821.85,7872.65,258790172,11021.09,20.51,3.23,1.3,8.372,8.372,8.372,8.372,0.0014,13560,373936.56,103699,525180.78,61.1965
22-Oct-14,7939.65,7951.25,7921.15,7942.95,217022136,9277.67,20.64,3.26,1.29,8.359,8.359,8.359,8.359,-0.0016,9261,254569.13,115550,584942.85,61.196
23-Oct-14,7976.75,7981.1,7960,7964.8,29250828,1193.74,20.7,3.27,1.29,#N/A,#N/A,#N/A,#N/A,#N/A,4851,132133.89,28176,140944.63,61.1826
27-Oct-14,8012.2,8012.2,7933.6,7939.2,205729297,8679.75,20.63,3.26,1.29,8.319,8.319,8.319,8.319,-0.0048,9076,246740.49,105955,525243.42,61.2297
28-Oct-14,7945.45,7980.85,7939.55,7973.15,191559018,9244.85,20.68,3.28,1.29,8.324,8.324,8.324,8.324,0.0006,12915,350931.01,104443,521028.88,61.1907
29-Oct-14,8020.65,8039.15,7997.5,8032.8,213263086,9528.5,20.84,3.3,1.28,8.319,8.319,8.319,8.319,-0.0006,11357,307746.79,102688,519618.01,61.3251
30-Oct-14,8026.6,8117.15,8026.6,8108,309550479,14485.49,21.03,3.33,1.27,8.288,8.288,8.288,8.288,-0.0037,16888,451578.93,85954,431311.49,61.3608
31-Oct-14,8140.9,8263.25,8138.6,8256.85,289273082,13033.08,21.44,3.38,1.24,8.277,8.277,8.277,8.277,-0.0013,26416,690518.98,92688,458765.35,61.4063
3-Nov-14,8282.3,8283.2,8238.55,8265.85,232603437,10150.57,21.46,3.38,1.24,8.262,8.262,8.262,8.262,-0.0018,14893,387721.31,97040,480109.72,61.3869
5-Nov-14,8291.9,8308.6,8264.1,8274.5,249643936,12014.04,21.42,3.39,1.24,8.193,8.193,8.193,8.193,-0.0084,25816,659080.91,145075,694816.64,61.3732
7-Nov-14,8271.7,8295.8,8228.65,8281.75,243268981,14763.69,21.22,3.39,1.24,8.211,8.211,8.211,8.211,0.0022,29902,763171.8,95498,461992.73,61.4218
10-Nov-14,8286.1,8328.85,8250.45,8289.95,216387207,10054.54,21.16,3.39,1.24,8.178,8.178,8.178,8.178,-0.004,15725,406864.17,111543,541669.81,61.4838
11-Nov-14,8302.7,8327.15,8271.25,8312.95,209276988,9726.82,21.21,3.4,1.23,8.188,8.188,8.188,8.188,0.0012,19381,496775.34,100208,476885.45,61.4872
12-Nov-14,8330.8,8371.55,8329.7,8344.05,216894074,10171.73,21.27,3.42,1.23,8.157,8.157,8.157,8.157,-0.0038,16851,435646.14,95711,456249.32,61.4582
13-Nov-14,8367.75,8367.75,8279.75,8318.1,205449984,9609.1,21.2,3.4,1.23,8.226,8.226,8.226,8.226,0.0085,19922,514250.31,125418,588057.33,61.5626
14-Nov-14,8322.9,8362.15,8309.2,8351.9,232845736,11007.85,21.29,3.42,1.23,8.221,8.221,8.221,8.221,-0.0006,27679,716981.88,128264,590687.43,61.629
17-Nov-14,8341.8,8401.45,8318.2,8395.75,192959811,9928.24,21.41,3.44,1.22,8.184,8.184,8.184,8.184,-0.0045,17576,464079.07,87068,404558.6,61.7665
18-Nov-14,8406.55,8431.4,8386.1,8405.4,246796073,10811.61,21.45,3.44,1.22,8.155,8.155,8.155,8.155,-0.0035,21190,563521.36,124074,577786.4,61.7289
19-Nov-14,8419.85,8434.1,8334.05,8358.2,229283178,10514.92,21.3,3.42,1.22,8.164,8.164,8.164,8.164,0.0011,27159,723080.56,125684,582406.97,61.9452
20-Nov-14,8382.8,8385.6,8329.95,8379.25,204360735,9462.96,21.45,3.43,1.22,8.156,8.156,8.156,8.156,-0.001,18668,494949.44,93012,434074.81,61.89
21-Nov-14,8386.65,8455.25,8377.8,8443,216281053,10818.9,21.58,3.46,1.21,8.171,8.171,8.171,8.171,0.0018,19773,524143.5,124185,589530.1,61.7764
24-Nov-14,8459.55,8495.95,8455.9,8491.8,220207671,10010.47,21.71,3.48,1.21,8.164,8.164,8.164,8.164,-0.0009,12255,324820.08,97586,464210.4,61.8449
25-Nov-14,8493.3,8495.55,8377.65,8415.75,454260859,17012.72,21.48,3.45,1.22,8.159,8.159,8.159,8.159,-0.0006,18849,499043.78,126067,592251.19,61.8078
26-Nov-14,8400.8,8450.9,8390.8,8425.9,224671666,9652.58,21.51,3.45,1.21,8.144,8.144,8.144,8.144,-0.0018,11953,315720.36,113105,519652.31,61.819
27-Nov-14,8426.1,8459.75,8413.05,8448.15,376137677,14416.71,21.57,3.46,1.21,8.146,8.146,8.146,8.146,0.0002,15745,414757.16,200441,886242.13,61.8438
28-Nov-14,8471.3,8571.85,8471.3,8540.6,309410794,14060.14,21.73,3.46,1.2,8.087,8.087,8.087,8.087,-0.0072,31740,832698.77,177929,762608.55,62.1145
1-Dec-14,8559.1,8571.7,8505.15,8513,233113097,11444.12,21.66,3.45,1.21,8.061,8.061,8.061,8.061,-0.0032,31046,812384.32,197637,815542.77,62.0123
2-Dec-14,8493.2,8520.4,8463.7,8493.85,230123782,9886.98,21.61,3.44,1.21,7.969,7.969,7.969,7.969,-0.0114,15588,414373.06,138170,585438.5,61.8696
3-Dec-14,8500.45,8532.45,8486.8,8522.75,241908735,10893.98,21.69,3.45,1.2,7.973,7.973,7.973,7.973,0.0005,13436,358379.58,130683,548100.99,61.8167
4-Dec-14,8563.65,8603.1,8509.3,8548.5,225413712,9661.85,21.75,3.46,1.2,7.969,7.969,7.969,7.969,-0.0005,13296,354575.63,125130,520725.51,61.834
5-Dec-14,8567,8570.8,8502.55,8517.15,250827684,9483.41,21.66,3.45,1.21,7.939,7.939,7.939,7.939,-0.0038,16798,444813.99,115139,473291.02,61.9383
8-Dec-14,8518.25,8525,8412.2,8417.85,255673224,16645.23,21.42,3.41,1.22,7.92,7.92,7.92,7.92,-0.0024,11051,291587.64,133191,532134.14,61.8766
9-Dec-14,8416.9,8425.4,8304.6,8313.75,233889077,10000.86,21.15,3.37,1.23,7.902,7.902,7.902,7.902,-0.0023,23786,638625.26,166481,655458.77,61.9119
10-Dec-14,8293.3,8359.15,8293.3,8340.5,221880598,9681.52,21.22,3.38,1.23,7.908,7.908,7.908,7.908,0.0008,16974,461702.27,165832,640488.55,61.963
11-Dec-14,8324.7,8336.4,8256.05,8276.45,221915569,9887.85,21.06,3.35,1.24,7.866,7.866,7.866,7.866,-0.0053,16815,456509.42,161483,616650.43,62.4203
12-Dec-14,8287.85,8309.25,8195.75,8202.65,219638201,9579.09,20.87,3.32,1.25,7.831,7.831,7.831,7.831,-0.0044,14689,398829.93,188582,694724.68,62.514
15-Dec-14,8141.05,8216.7,8135.65,8193.85,203031580,8935.15,20.85,3.32,1.25,7.835,7.835,7.835,7.835,0.0005,15610,425120.07,194773,710690.59,63.1156
16-Dec-14,8147.1,8164.55,8014.95,8031.05,297657223,12138.78,20.43,3.25,1.28,7.989,7.989,7.989,7.989,0.0197,30589,834773.9,280601,990340.04,63.5454
17-Dec-14,8003.3,8048.2,7907.95,7995.85,326584589,13672.21,20.34,3.24,1.28,7.972,7.972,7.972,7.972,-0.0021,16814,455764.51,273106,977072.87,63.5818
18-Dec-14,8104.5,8157.45,8065,8145.8,249152275,10438.66,20.72,3.3,1.26,7.931,7.931,7.931,7.931,-0.0051,19035,513720.16,293604,1063890.27,63.1885
19-Dec-14,8217.05,8247.1,8191.8,8203.95,265073884,11209.51,20.87,3.32,1.25,7.962,7.962,7.962,7.962,0.0039,12081,325546.49,195028,691204.9,63.3279
22-Dec-14,8229.55,8305.65,8207.95,8298.9,197428399,7758.97,21.11,3.36,1.24,7.957,7.957,7.957,7.957,-0.0006,12615,338412.7,181935,660296.87,63.2796
23-Dec-14,8301.85,8340.9,8226.8,8240.35,205943892,7889.54,20.96,3.33,1.25,7.922,7.922,7.922,7.922,-0.0044,11786,313791.01,165548,592571.51,63.3923
24-Dec-14,8244.25,8258.7,8144.45,8159.65,340875795,14878.76,20.75,3.3,1.26,7.962,7.962,7.962,7.962,0.005,7241,192729.11,137944,494325.73,63.4719
26-Dec-14,8187.7,8217.1,8134.85,8188.45,136607401,4836.14,20.83,3.31,1.25,7.981,7.981,7.981,7.981,0.0024,12876,347022.01,117141,420336.77,63.6555
29-Dec-14,8203.65,8270.2,8203.65,8237.65,137667032,5144.49,20.95,3.33,1.24,7.929,7.929,7.929,7.929,-0.0065,9420,253552.35,127645,448812.52,63.7215
30-Dec-14,8250.9,8259.55,8219.1,8251.1,138232193,5647.96,20.99,3.33,1.24,7.873,7.873,7.873,7.873,-0.0071,15853,426867.37,149118,509520.63,63.4583
